infinitive,alias,group,mood,tense,layout,row_order,label,form,note_keys
ser,ser,irregular,indicative,pluperfect,personal,2,tú,habías sido,
ser,ser,irregular,indicative,pluperfect,personal,3,él / ella / usted,había sido,
ser,ser,irregular,indicative,pluperfect,personal,4,nosotros / nosotras,habíamos sido,
ser,ser,irregular,indicative,pluperfect,personal,5,vosotros / vosotras,habíais sido,
ser,ser,irregular,indicative,pluperfect,personal,6,ellos / ellas / ustedes,habían sido,
ser,ser,irregular,indicative,futurePerfect,personal,1,yo,habré sido,
ser,ser,irregular,indicative,futurePerfect,personal,2,tú,habrás sido,
ser,ser,irregular,indicative,futurePerfect,personal,3,él / ella / usted,habrá sido,
ser,ser,irregular,indicative,futurePerfect,personal,4,nosotros / nosotras,habremos sido,
ser,ser,irregular,indicative,futurePerfect,personal,5,vosotros / vosotras,habréis sido,
ser,ser,irregular,indicative,futurePerfect,personal,6,ellos / ellas / ustedes,habrán sido,
ser,ser,irregular,subjunctive,subjunctivePresent,personal,1,yo,sea,
ser,ser,irregular,subjunctive,subjunctivePresent,personal,2,tú,seas,
ser,ser,irregular,subjunctive,subjunctivePresent,personal,3,él / ella / usted,sea,
ser,ser,irregular,subjunctive,subjunctivePresent,personal,4,nosotros / nosotras,seamos,
ser,ser,irregular,subjunctive,subjunctivePresent,personal,5,vosotros / vosotras,seáis,
ser,ser,irregular,subjunctive,subjunctivePresent,personal,6,ellos / ellas / ustedes,sean,
ser,ser,irregular,subjunctive,subjunctiveImperfect,personal,1,yo,fuera,
ser,ser,irregular,subjunctive,subjunctiveImperfect,personal,2,tú,fueras,
ser,ser,irregular,subjunctive,subjunctiveImperfect,personal,3,él / ella / usted,fuera,
ser,ser,irregular,subjunctive,subjunctiveImperfect,personal,4,nosotros / nosotras,fuéramos,
ser,ser,irregular,subjunctive,subjunctiveImperfect,personal,5,vosotros / vosotras,fuerais,
ser,ser,irregular,subjunctive,subjunctiveImperfect,personal,6,ellos / ellas / ustedes,fueran,
ser,ser,irregular,subjunctive,subjunctivePresentPerfect,personal,1,yo,haya sido,
ser,ser,irregular,subjunctive,subjunctivePresentPerfect,personal,2,tú,hayas sido,
ser,ser,irregular,subjunctive,subjunctivePresentPerfect,personal,3,él / ella / usted,haya sido,
ser,ser,irregular,subjunctive,subjunctivePresentPerfect,personal,4,nosotros / nosotras,hayamos sido,
ser,ser,irregular,subjunctive,subjunctivePresentPerfect,personal,5,vosotros / vosotras,hayáis sido,
ser,ser,irregular,subjunctive,subjunctivePresentPerfect,personal,6,ellos / ellas / ustedes,hayan sido,
ser,ser,irregular,subjunctive,subjunctivePluperfect,personal,1,yo,hubiera sido,
ser,ser,irregular,subjunctive,subjunctivePluperfect,personal,2,tú,hubieras sido,
ser,ser,irregular,subjunctive,subjunctivePluperfect,personal,3,él / ella / usted,hubiera sido,
ser,ser,irregular,subjunctive,subjunctivePluperfect,personal,4,nosotros / nosotras,hubiéramos sido,
ser,ser,irregular,subjunctive,subjunctivePluperfect,personal,5,vosotros / vosotras,hubierais sido,
ser,ser,irregular,subjunctive,subjunctivePluperfect,personal,6,ellos / ellas / ustedes,hubieran sido,
ser,ser,irregular,conditional,conditionalPresent,personal,1,yo,sería,
ser,ser,irregular,conditional,conditionalPresent,personal,2,tú,serías,
ser,ser,irregular,conditional,conditionalPresent,personal,3,él / ella / usted,sería,
ser,ser,irregular,conditional,conditionalPresent,personal,4,nosotros / nosotras,seríamos,
ser,ser,irregular,conditional,conditionalPresent,personal,5,vosotros / vosotras,seríais,
ser,ser,irregular,conditional,conditionalPresent,personal,6,ellos / ellas / ustedes,serían,
ser,ser,irregular,conditional,conditionalPerfect,personal,1,yo,habría sido,
ser,ser,irregular,conditional,conditionalPerfect,personal,2,tú,habrías sido,
ser,ser,irregular,conditional,conditionalPerfect,personal,3,él / ella / usted,habría sido,
ser,ser,irregular,conditional,conditionalPerfect,personal,4,nosotros / nosotras,habríamos sido,
ser,ser,irregular,conditional,conditionalPerfect,personal,5,vosotros / vosotras,habríais sido,
ser,ser,irregular,conditional,conditionalPerfect,personal,6,ellos / ellas / ustedes,habrían sido,
ser,ser,irregular,imperative,imperativeAffirmative,personal,1,tú,sé,
ser,ser,irregular,imperative,imperativeAffirmative,personal,2,usted,sea,
ser,ser,irregular,imperative,imperativeAffirmative,personal,3,nosotros / nosotras,seamos,
ser,ser,irregular,imperative,imperativeAffirmative,personal,4,vosotros / vosotras,sed,
ser,ser,irregular,imperative,imperativeAffirmative,personal,5,ustedes,sean,
ser,ser,irregular,participle,pastParticiple,single,1,form,sido,
ser,ser,irregular,infinitive,presentInfinitive,single,1,form,ser,
ser,ser,irregular,infinitive,perfectInfinitive,single,1,form,haber sido,
ser,ser,irregular,gerund,presentGerund,single,1,form,siendo,
ser,ser,irregular,gerund,perfectGerund,single,1,form,habiendo sido,
ir,ir,irregular,indicative,present,personal,1,yo,voy,
ir,ir,irregular,indicative,present,personal,2,tú,vas,
ir,ir,irregular,indicative,present,personal,3,él / ella / usted,va,
ir,ir,irregular,indicative,present,personal,4,nosotros / nosotras,vamos,
ir,ir,irregular,indicative,present,personal,5,vosotros / vosotras,vais,
ir,ir,irregular,indicative,present,personal,6,ellos / ellas / ustedes,van,
ir,ir,irregular,indicative,preterite,personal,1,yo,fui,
ir,ir,irregular,indicative,preterite,personal,2,tú,fuiste,
ir,ir,irregular,indicative,preterite,personal,3,él / ella / usted,fue,
ir,ir,irregular,indicative,preterite,personal,4,nosotros / nosotras,fuimos,
ir,ir,irregular,indicative,preterite,personal,5,vosotros / vosotras,fuisteis,
ir,ir,irregular,indicative,preterite,personal,6,ellos / ellas / ustedes,fueron,
ir,ir,irregular,indicative,imperfect,personal,1,yo,iba,
ir,ir,irregular,indicative,imperfect,personal,2,tú,ibas,
ir,ir,irregular,indicative,imperfect,personal,3,él / ella / usted,iba,
ir,ir,irregular,indicative,imperfect,personal,4,nosotros / nosotras,íbamos,
ir,ir,irregular,indicative,imperfect,personal,5,vosotros / vosotras,ibais,
ir,ir,irregular,indicative,imperfect,personal,6,ellos / ellas / ustedes,iban,
ir,ir,irregular,indicative,future,personal,1,yo,iré,
ir,ir,irregular,indicative,future,personal,2,tú,irás,
ir,ir,irregular,indicative,future,personal,3,él / ella / usted,irá,
ir,ir,irregular,indicative,future,personal,4,nosotros / nosotras,iremos,
ir,ir,irregular,indicative,future,personal,5,vosotros / vosotras,iréis,
ir,ir,irregular,indicative,future,personal,6,ellos / ellas / ustedes,irán,
ir,ir,irregular,indicative,presentPerfect,personal,1,yo,he ido,
ir,ir,irregular,indicative,presentPerfect,personal,2,tú,has ido,
ir,ir,irregular,indicative,presentPerfect,personal,3,él / ella / usted,ha ido,
ir,ir,irregular,indicative,presentPerfect,personal,4,nosotros / nosotras,hemos ido,
ir,ir,irregular,indicative,presentPerfect,personal,5,vosotros / vosotras,habéis ido,
ir,ir,irregular,indicative,presentPerfect,personal,6,ellos / ellas / ustedes,han ido,
ir,ir,irregular,indicative,pluperfect,personal,1,yo,había ido,
ir,ir,irregular,indicative,pluperfect,personal,2,tú,habías ido,
ir,ir,irregular,indicative,pluperfect,personal,3,él / ella / usted,había ido,
ir,ir,irregular,indicative,pluperfect,personal,4,nosotros / nosotras,habíamos ido,
ir,ir,irregular,indicative,pluperfect,personal,5,vosotros / vosotras,habíais ido,
ir,ir,irregular,indicative,pluperfect,personal,6,ellos / ellas / ustedes,habían ido,
ir,ir,irregular,indicative,futurePerfect,personal,1,yo,habré ido,
ir,ir,irregular,indicative,futurePerfect,personal,2,tú,habrás ido,
ir,ir,irregular,indicative,futurePerfect,personal,3,él / ella / usted,habrá ido,
ir,ir,irregular,indicative,futurePerfect,personal,4,nosotros / nosotras,habremos ido,
ir,ir,irregular,indicative,futurePerfect,personal,5,vosotros / vosotras,habréis ido,
ir,ir,irregular,indicative,futurePerfect,personal,6,ellos / ellas / ustedes,habrán ido,
ir,ir,irregular,subjunctive,subjunctivePresent,personal,1,yo,vaya,
ir,ir,irregular,subjunctive,subjunctivePresent,personal,2,tú,vayas,
ir,ir,irregular,subjunctive,subjunctivePresent,personal,3,él / ella / usted,vaya,
ir,ir,irregular,subjunctive,subjunctivePresent,personal,4,nosotros / nosotras,vayamos,
ir,ir,irregular,subjunctive,subjunctivePresent,personal,5,vosotros / vosotras,vayáis,
ir,ir,irregular,subjunctive,subjunctivePresent,personal,6,ellos / ellas / ustedes,vayan,
ir,ir,irregular,subjunctive,subjunctiveImperfect,personal,1,yo,fuera,
ir,ir,irregular,subjunctive,subjunctiveImperfect,personal,2,tú,fueras,
ir,ir,irregular,subjunctive,subjunctiveImperfect,personal,3,él / ella / usted,fuera,
ir,ir,irregular,subjunctive,subjunctiveImperfect,personal,4,nosotros / nosotras,fuéramos,
ir,ir,irregular,subjunctive,subjunctiveImperfect,personal,5,vosotros / vosotras,fuerais,
ir,ir,irregular,subjunctive,subjunctiveImperfect,personal,6,ellos / ellas / ustedes,fueran,
ir,ir,irregular,subjunctive,subjunctivePresentPerfect,personal,1,yo,haya ido,
ir,ir,irregular,subjunctive,subjunctivePresentPerfect,personal,2,tú,hayas ido,
ir,ir,irregular,subjunctive,subjunctivePresentPerfect,personal,3,él / ella / usted,haya ido,
ir,ir,irregular,subjunctive,subjunctivePresentPerfect,personal,4,nosotros / nosotras,hayamos ido,
ir,ir,irregular,subjunctive,subjunctivePresentPerfect,personal,5,vosotros / vosotras,hayáis ido,
ir,ir,irregular,subjunctive,subjunctivePresentPerfect,personal,6,ellos / ellas / ustedes,hayan ido,
ir,ir,irregular,subjunctive,subjunctivePluperfect,personal,1,yo,hubiera ido,
ir,ir,irregular,subjunctive,subjunctivePluperfect,personal,2,tú,hubieras ido,
ir,ir,irregular,subjunctive,subjunctivePluperfect,personal,3,él / ella / usted,hubiera ido,
ir,ir,irregular,subjunctive,subjunctivePluperfect,personal,4,nosotros / nosotras,hubiéramos ido,
ir,ir,irregular,subjunctive,subjunctivePluperfect,personal,5,vosotros / vosotras,hubierais ido,
ir,ir,irregular,subjunctive,subjunctivePluperfect,personal,6,ellos / ellas / ustedes,hubieran ido,
ir,ir,irregular,conditional,conditionalPresent,personal,1,yo,iría,
ir,ir,irregular,conditional,conditionalPresent,personal,2,tú,irías,
ir,ir,irregular,conditional,conditionalPresent,personal,3,él / ella / usted,iría,
ir,ir,irregular,conditional,conditionalPresent,personal,4,nosotros / nosotras,iríamos,
ir,ir,irregular,conditional,conditionalPresent,personal,5,vosotros / vosotras,iríais,
ir,ir,irregular,conditional,conditionalPresent,personal,6,ellos / ellas / ustedes,irían,
ir,ir,irregular,conditional,conditionalPerfect,personal,1,yo,habría ido,
ir,ir,irregular,conditional,conditionalPerfect,personal,2,tú,habrías ido,
ir,ir,irregular,conditional,conditionalPerfect,personal,3,él / ella / usted,habría ido,
ir,ir,irregular,conditional,conditionalPerfect,personal,4,nosotros / nosotras,habríamos ido,
ir,ir,irregular,conditional,conditionalPerfect,personal,5,vosotros / vosotras,habríais ido,
ir,ir,irregular,conditional,conditionalPerfect,personal,6,ellos / ellas / ustedes,habrían ido,
ir,ir,irregular,imperative,imperativeAffirmative,personal,1,tú,ve,
ir,ir,irregular,imperative,imperativeAffirmative,personal,2,usted,vaya,
ir,ir,irregular,imperative,imperativeAffirmative,personal,3,nosotros / nosotras,vayamos,
ir,ir,irregular,imperative,imperativeAffirmative,personal,4,vosotros / vosotras,id,
ir,ir,irregular,imperative,imperativeAffirmative,personal,5,ustedes,vayan,
ir,ir,irregular,participle,pastParticiple,single,1,form,ido,
ir,ir,irregular,infinitive,presentInfinitive,single,1,form,ir,
ir,ir,irregular,infinitive,perfectInfinitive,single,1,form,haber ido,
ir,ir,irregular,gerund,presentGerund,single,1,form,yendo,
ir,ir,irregular,gerund,perfectGerund,single,1,form,habiendo ido,
estar,estar,irregular,indicative,present,personal,1,yo,estoy,
estar,estar,irregular,indicative,present,personal,2,tú,estás,
estar,estar,irregular,indicative,present,personal,3,él / ella / usted,está,
estar,estar,irregular,indicative,present,personal,4,nosotros / nosotras,estamos,
estar,estar,irregular,indicative,present,personal,5,vosotros / vosotras,estáis,
estar,estar,irregular,indicative,present,personal,6,ellos / ellas / ustedes,están,
estar,estar,irregular,indicative,preterite,personal,1,yo,estuve,
estar,estar,irregular,indicative,preterite,personal,2,tú,estuviste,
estar,estar,irregular,indicative,preterite,personal,3,él / ella / usted,estuvo,
estar,estar,irregular,indicative,preterite,personal,4,nosotros / nosotras,estuvimos,
estar,estar,irregular,indicative,preterite,personal,5,vosotros / vosotras,estuvisteis,
estar,estar,irregular,indicative,preterite,personal,6,ellos / ellas / ustedes,estuvieron,
estar,estar,irregular,indicative,imperfect,personal,1,yo,estaba,
estar,estar,irregular,indicative,imperfect,personal,2,tú,estabas,
estar,estar,irregular,indicative,imperfect,personal,3,él / ella / usted,estaba,
estar,estar,irregular,indicative,imperfect,personal,4,nosotros / nosotras,estábamos,
estar,estar,irregular,indicative,imperfect,personal,5,vosotros / vosotras,estabais,
estar,estar,irregular,indicative,imperfect,personal,6,ellos / ellas / ustedes,estaban,
estar,estar,irregular,indicative,future,personal,1,yo,estaré,
estar,estar,irregular,indicative,future,personal,2,tú,estarás,
estar,estar,irregular,indicative,future,personal,3,él / ella / usted,estará,
estar,estar,irregular,indicative,future,personal,4,nosotros / nosotras,estaremos,
estar,estar,irregular,indicative,future,personal,5,vosotros / vosotras,estaréis,
estar,estar,irregular,indicative,future,personal,6,ellos / ellas / ustedes,estarán,
estar,estar,irregular,indicative,presentPerfect,personal,1,yo,he estado,
estar,estar,irregular,indicative,presentPerfect,personal,2,tú,has estado,
estar,estar,irregular,indicative,presentPerfect,personal,3,él / ella / usted,ha estado,
estar,estar,irregular,indicative,presentPerfect,personal,4,nosotros / nosotras,hemos estado,
estar,estar,irregular,indicative,presentPerfect,personal,5,vosotros / vosotras,habéis estado,
estar,estar,irregular,indicative,presentPerfect,personal,6,ellos / ellas / ustedes,han estado,
estar,estar,irregular,indicative,pluperfect,personal,1,yo,había estado,
estar,estar,irregular,indicative,pluperfect,personal,2,tú,habías estado,
estar,estar,irregular,indicative,pluperfect,personal,3,él / ella / usted,había estado,
estar,estar,irregular,indicative,pluperfect,personal,4,nosotros / nosotras,habíamos estado,
estar,estar,irregular,indicative,pluperfect,personal,5,vosotros / vosotras,habíais estado,
estar,estar,irregular,indicative,pluperfect,personal,6,ellos / ellas / ustedes,habían estado,
estar,estar,irregular,indicative,futurePerfect,personal,1,yo,habré estado,
estar,estar,irregular,indicative,futurePerfect,personal,2,tú,habrás estado,
estar,estar,irregular,indicative,futurePerfect,personal,3,él / ella / usted,habrá estado,
estar,estar,irregular,indicative,futurePerfect,personal,4,nosotros / nosotras,habremos estado,
estar,estar,irregular,indicative,futurePerfect,personal,5,vosotros / vosotras,habréis estado,
estar,estar,irregular,indicative,futurePerfect,personal,6,ellos / ellas / ustedes,habrán estado,
estar,estar,irregular,subjunctive,subjunctivePresent,personal,1,yo,esté,
estar,estar,irregular,subjunctive,subjunctivePresent,personal,2,tú,estés,
estar,estar,irregular,subjunctive,subjunctivePresent,personal,3,él / ella / usted,esté,
estar,estar,irregular,subjunctive,subjunctivePresent,personal,4,nosotros / nosotras,estemos,
estar,estar,irregular,subjunctive,subjunctivePresent,personal,5,vosotros / vosotras,estéis,
estar,estar,irregular,subjunctive,subjunctivePresent,personal,6,ellos / ellas / ustedes,estén,
estar,estar,irregular,subjunctive,subjunctiveImperfect,personal,1,yo,estuviera,
estar,estar,irregular,subjunctive,subjunctiveImperfect,personal,2,tú,estuvieras,
estar,estar,irregular,subjunctive,subjunctiveImperfect,personal,3,él / ella / usted,estuviera,
estar,estar,irregular,subjunctive,subjunctiveImperfect,personal,4,nosotros / nosotras,estuviéramos,
estar,estar,irregular,subjunctive,subjunctiveImperfect,personal,5,vosotros / vosotras,estuvierais,
estar,estar,irregular,subjunctive,subjunctiveImperfect,personal,6,ellos / ellas / ustedes,estuvieran,
estar,estar,irregular,subjunctive,subjunctivePresentPerfect,personal,1,yo,haya estado,
estar,estar,irregular,subjunctive,subjunctivePresentPerfect,personal,2,tú,hayas estado,
estar,estar,irregular,subjunctive,subjunctivePresentPerfect,personal,3,él / ella / usted,haya estado,
estar,estar,irregular,subjunctive,subjunctivePresentPerfect,personal,4,nosotros / nosotras,hayamos estado,
estar,estar,irregular,subjunctive,subjunctivePresentPerfect,personal,5,vosotros / vosotras,hayáis estado,
estar,estar,irregular,subjunctive,subjunctivePresentPerfect,personal,6,ellos / ellas / ustedes,hayan estado,
estar,estar,irregular,subjunctive,subjunctivePluperfect,personal,1,yo,hubiera estado,
estar,estar,irregular,subjunctive,subjunctivePluperfect,personal,2,tú,hubieras estado,
estar,estar,irregular,subjunctive,subjunctivePluperfect,personal,3,él / ella / usted,hubiera estado,
estar,estar,irregular,subjunctive,subjunctivePluperfect,personal,4,nosotros / nosotras,hubiéramos estado,
estar,estar,irregular,subjunctive,subjunctivePluperfect,personal,5,vosotros / vosotras,hubierais estado,
estar,estar,irregular,subjunctive,subjunctivePluperfect,personal,6,ellos / ellas / ustedes,hubieran estado,
estar,estar,irregular,conditional,conditionalPresent,personal,1,yo,estaría,
estar,estar,irregular,conditional,conditionalPresent,personal,2,tú,estarías,
estar,estar,irregular,conditional,conditionalPresent,personal,3,él / ella / usted,estaría,
estar,estar,irregular,conditional,conditionalPresent,personal,4,nosotros / nosotras,estaríamos,
estar,estar,irregular,conditional,conditionalPresent,personal,5,vosotros / vosotras,estaríais,
estar,estar,irregular,conditional,conditionalPresent,personal,6,ellos / ellas / ustedes,estarían,
estar,estar,irregular,conditional,conditionalPerfect,personal,1,yo,habría estado,
estar,estar,irregular,conditional,conditionalPerfect,personal,2,tú,habrías estado,
estar,estar,irregular,conditional,conditionalPerfect,personal,3,él / ella / usted,habría estado,
estar,estar,irregular,conditional,conditionalPerfect,personal,4,nosotros / nosotras,habríamos estado,
estar,estar,irregular,conditional,conditionalPerfect,personal,5,vosotros / vosotras,habríais estado,
estar,estar,irregular,conditional,conditionalPerfect,personal,6,ellos / ellas / ustedes,habrían estado,
estar,estar,irregular,imperative,imperativeAffirmative,personal,1,tú,está,
estar,estar,irregular,imperative,imperativeAffirmative,personal,2,usted,esté,
estar,estar,irregular,imperative,imperativeAffirmative,personal,3,nosotros / nosotras,estemos,
estar,estar,irregular,imperative,imperativeAffirmative,personal,4,vosotros / vosotras,estad,
estar,estar,irregular,imperative,imperativeAffirmative,personal,5,ustedes,estén,
estar,estar,irregular,participle,pastParticiple,single,1,form,estado,
estar,estar,irregular,infinitive,presentInfinitive,single,1,form,estar,
estar,estar,irregular,infinitive,perfectInfinitive,single,1,form,haber estado,
estar,estar,irregular,gerund,presentGerund,single,1,form,estando,
estar,estar,irregular,gerund,perfectGerund,single,1,form,habiendo estado,
tener,tener,irregular,indicative,present,personal,1,yo,tengo,
tener,tener,irregular,indicative,present,personal,2,tú,tienes,
tener,tener,irregular,indicative,present,personal,3,él / ella / usted,tiene,
tener,tener,irregular,indicative,present,personal,4,nosotros / nosotras,tenemos,
tener,tener,irregular,indicative,present,personal,5,vosotros / vosotras,tenéis,
tener,tener,irregular,indicative,present,personal,6,ellos / ellas / ustedes,tienen,
tener,tener,irregular,indicative,preterite,personal,1,yo,tuve,
tener,tener,irregular,indicative,preterite,personal,2,tú,tuviste,
tener,tener,irregular,indicative,preterite,personal,3,él / ella / usted,tuvo,
tener,tener,irregular,indicative,preterite,personal,4,nosotros / nosotras,tuvimos,
tener,tener,irregular,indicative,preterite,personal,5,vosotros / vosotras,tuvisteis,
tener,tener,irregular,indicative,preterite,personal,6,ellos / ellas / ustedes,tuvieron,
tener,tener,irregular,indicative,imperfect,personal,1,yo,tenía,
tener,tener,irregular,indicative,imperfect,personal,2,tú,tenías,
tener,tener,irregular,indicative,imperfect,personal,3,él / ella / usted,tenía,
tener,tener,irregular,indicative,imperfect,personal,4,nosotros / nosotras,teníamos,
tener,tener,irregular,indicative,imperfect,personal,5,vosotros / vosotras,teníais,
tener,tener,irregular,indicative,imperfect,personal,6,ellos / ellas / ustedes,tenían,
tener,tener,irregular,indicative,future,personal,1,yo,tendré,
tener,tener,irregular,indicative,future,personal,2,tú,tendrás,
tener,tener,irregular,indicative,future,personal,3,él / ella / usted,tendrá,
tener,tener,irregular,indicative,future,personal,4,nosotros / nosotras,tendremos,
tener,tener,irregular,indicative,future,personal,5,vosotros / vosotras,tendréis,
tener,tener,irregular,indicative,future,personal,6,ellos / ellas / ustedes,tendrán,
tener,tener,irregular,indicative,presentPerfect,personal,1,yo,he tenido,
tener,tener,irregular,indicative,presentPerfect,personal,2,tú,has tenido,
tener,tener,irregular,indicative,presentPerfect,personal,3,él / ella / usted,ha tenido,
tener,tener,irregular,indicative,presentPerfect,personal,4,nosotros / nosotras,hemos tenido,
tener,tener,irregular,indicative,presentPerfect,personal,5,vosotros / vosotras,habéis tenido,
tener,tener,irregular,indicative,presentPerfect,personal,6,ellos / ellas / ustedes,han tenido,
tener,tener,irregular,indicative,pluperfect,personal,1,yo,había tenido,
tener,tener,irregular,indicative,pluperfect,personal,2,tú,habías tenido,
tener,tener,irregular,indicative,pluperfect,personal,3,él / ella / usted,había tenido,
tener,tener,irregular,indicative,pluperfect,personal,4,nosotros / nosotras,habíamos tenido,
tener,tener,irregular,indicative,pluperfect,personal,5,vosotros / vosotras,habíais tenido,
tener,tener,irregular,indicative,pluperfect,personal,6,ellos / ellas / ustedes,habían tenido,
tener,tener,irregular,indicative,futurePerfect,personal,1,yo,habré tenido,
tener,tener,irregular,indicative,futurePerfect,personal,2,tú,habrás tenido,
tener,tener,irregular,indicative,futurePerfect,personal,3,él / ella / usted,habrá tenido,
tener,tener,irregular,indicative,futurePerfect,personal,4,nosotros / nosotras,habremos tenido,
tener,tener,irregular,indicative,futurePerfect,personal,5,vosotros / vosotras,habréis tenido,
tener,tener,irregular,indicative,futurePerfect,personal,6,ellos / ellas / ustedes,habrán tenido,
tener,tener,irregular,subjunctive,subjunctivePresent,personal,1,yo,tenga,
tener,tener,irregular,subjunctive,subjunctivePresent,personal,2,tú,tengas,
tener,tener,irregular,subjunctive,subjunctivePresent,personal,3,él / ella / usted,tenga,
tener,tener,irregular,subjunctive,subjunctivePresent,personal,4,nosotros / nosotras,tengamos,
tener,tener,irregular,subjunctive,subjunctivePresent,personal,5,vosotros / vosotras,tengáis,
tener,tener,irregular,subjunctive,subjunctivePresent,personal,6,ellos / ellas / ustedes,tengan,
tener,tener,irregular,subjunctive,subjunctiveImperfect,personal,1,yo,tuviera,
tener,tener,irregular,subjunctive,subjunctiveImperfect,personal,2,tú,tuvieras,
tener,tener,irregular,subjunctive,subjunctiveImperfect,personal,3,él / ella / usted,tuviera,
tener,tener,irregular,subjunctive,subjunctiveImperfect,personal,4,nosotros / nosotras,tuviéramos,
tener,tener,irregular,subjunctive,subjunctiveImperfect,personal,5,vosotros / vosotras,tuvierais,
tener,tener,irregular,subjunctive,subjunctiveImperfect,personal,6,ellos / ellas / ustedes,tuvieran,
tener,tener,irregular,subjunctive,subjunctivePresentPerfect,personal,1,yo,haya tenido,
tener,tener,irregular,subjunctive,subjunctivePresentPerfect,personal,2,tú,hayas tenido,
tener,tener,irregular,subjunctive,subjunctivePresentPerfect,personal,3,él / ella / usted,haya tenido,
tener,tener,irregular,subjunctive,subjunctivePresentPerfect,personal,4,nosotros / nosotras,hayamos tenido,
tener,tener,irregular,subjunctive,subjunctivePresentPerfect,personal,5,vosotros / vosotras,hayáis tenido,
tener,tener,irregular,subjunctive,subjunctivePresentPerfect,personal,6,ellos / ellas / ustedes,hayan tenido,
tener,tener,irregular,subjunctive,subjunctivePluperfect,personal,1,yo,hubiera tenido,
tener,tener,irregular,subjunctive,subjunctivePluperfect,personal,2,tú,hubieras tenido,
tener,tener,irregular,subjunctive,subjunctivePluperfect,personal,3,él / ella / usted,hubiera tenido,
tener,tener,irregular,subjunctive,subjunctivePluperfect,personal,4,nosotros / nosotras,hubiéramos tenido,
tener,tener,irregular,subjunctive,subjunctivePluperfect,personal,5,vosotros / vosotras,hubierais tenido,
tener,tener,irregular,subjunctive,subjunctivePluperfect,personal,6,ellos / ellas / ustedes,hubieran tenido,
tener,tener,irregular,conditional,conditionalPresent,personal,1,yo,tendría,
tener,tener,irregular,conditional,conditionalPresent,personal,2,tú,tendrías,
tener,tener,irregular,conditional,conditionalPresent,personal,3,él / ella / usted,tendría,
tener,tener,irregular,conditional,conditionalPresent,personal,4,nosotros / nosotras,tendríamos,
tener,tener,irregular,conditional,conditionalPresent,personal,5,vosotros / vosotras,tendríais,
tener,tener,irregular,conditional,conditionalPresent,personal,6,ellos / ellas / ustedes,tendrían,
tener,tener,irregular,conditional,conditionalPerfect,personal,1,yo,habría tenido,
tener,tener,irregular,conditional,conditionalPerfect,personal,2,tú,habrías tenido,
tener,tener,irregular,conditional,conditionalPerfect,personal,3,él / ella / usted,habría tenido,
tener,tener,irregular,conditional,conditionalPerfect,personal,4,nosotros / nosotras,habríamos tenido,
tener,tener,irregular,conditional,conditionalPerfect,personal,5,vosotros / vosotras,habríais tenido,
tener,tener,irregular,conditional,conditionalPerfect,personal,6,ellos / ellas / ustedes,habrían tenido,
tener,tener,irregular,imperative,imperativeAffirmative,personal,1,tú,ten,
tener,tener,irregular,imperative,imperativeAffirmative,personal,2,usted,tenga,
tener,tener,irregular,imperative,imperativeAffirmative,personal,3,nosotros / nosotras,tengamos,
